State;5 - Temperature;6 - Temperature;8 - Temperature;T-101 - Spec Value (Reflux Ratio);T-101 - Spec Value (Distillate Rate);T-100 - Spec Value (Distillate Rate);10 Out - Master Comp Molar Flow (diM-Ether);15 - Master Comp Molar Flow (Methanol);SPRDSHT-1 - A10: Q_sum
Case 2161;253.33;340.00;96.67;2.00;60.00;110.00;109.97;39.49;50008451.84
Case 2162;253.33;340.00;96.67;2.00;60.00;116.67;110.59;32.30;52102493.45
Case 2163;253.33;340.00;96.67;2.00;60.00;123.33;110.77;25.55;53701255.98
Case 2164;253.33;340.00;96.67;2.00;60.00;130.00;110.84;18.86;55150777.47
Case 2165;253.33;340.00;96.67;2.00;66.67;110.00;110.03;39.26;51633186.78
Case 2166;253.33;340.00;96.67;2.00;66.67;116.67;112.09;30.81;53544845.51
Case 2167;253.33;340.00;96.67;2.00;66.67;123.33;112.30;24.02;55212133.37
Case 2168;253.33;340.00;96.67;2.00;66.67;130.00;112.39;17.31;56691621.62
Case 2169;253.33;340.00;96.67;2.00;73.33;110.00;110.03;39.24;53254155.27
Case 2170;253.33;340.00;96.67;2.00;73.33;116.67;113.56;29.42;54957971.38
Case 2171;253.33;340.00;96.67;2.00;73.33;123.33;113.83;22.51;56712193.77
Case 2172;253.33;340.00;96.67;2.00;73.33;130.00;113.92;15.77;58226999.95
Case 2173;253.33;340.00;96.67;2.00;80.00;110.00;110.03;39.28;54857539.16
Case 2174;253.33;340.00;96.67;2.00;80.00;116.67;114.94;27.98;56320580.18
Case 2175;253.33;340.00;96.67;2.00;80.00;123.33;115.31;21.01;58202066.79
Case 2176;253.33;340.00;96.67;2.00;80.00;130.00;115.43;14.25;59757652.43
Case 2177;253.33;340.00;103.33;1.30;60.00;110.00;109.29;39.83;47209487.34
Case 2178;253.33;340.00;103.33;1.30;60.00;116.67;109.70;32.98;48264982.42
Case 2179;253.33;340.00;103.33;1.30;60.00;123.33;109.83;26.31;47814528.50
Case 2180;253.33;340.00;103.33;1.30;60.00;130.00;109.85;19.76;47238535.14
Case 2181;253.33;340.00;103.33;1.30;66.67;110.00;109.99;39.03;48301825.65
Case 2182;253.33;340.00;103.33;1.30;66.67;116.67;111.16;31.62;49545956.68
Case 2183;253.33;340.00;103.33;1.30;66.67;123.33;111.32;24.91;48901043.70
Case 2184;253.33;340.00;103.33;1.30;66.67;130.00;111.33;18.29;48208398.57
Case 2185;253.33;340.00;103.33;1.30;73.33;110.00;110.03;38.84;49607866.56
Case 2186;253.33;340.00;103.33;1.30;73.33;116.67;112.58;30.21;50921619.48
Case 2187;253.33;340.00;103.33;1.30;73.33;123.33;112.75;23.48;49978973.68
Case 2188;253.33;340.00;103.33;1.30;73.33;130.00;112.80;16.83;49248289.40
Case 2189;253.33;340.00;103.33;1.30;80.00;110.00;110.04;38.81;50906989.24
Case 2190;253.33;340.00;103.33;1.30;80.00;116.67;113.91;28.82;52098993.37
Case 2191;253.33;340.00;103.33;1.30;80.00;123.33;114.21;22.05;51216155.18
Case 2192;253.33;340.00;103.33;1.30;80.00;130.00;114.25;15.38;50374228.28
Case 2193;253.33;340.00;103.33;1.53;60.00;110.00;109.61;39.65;47934616.36
Case 2194;253.33;340.00;103.33;1.53;60.00;116.67;110.07;32.70;49970696.47
Case 2195;253.33;340.00;103.33;1.53;60.00;123.33;110.24;26.00;50992927.91
Case 2196;253.33;340.00;103.33;1.53;60.00;130.00;110.28;19.36;50704641.35
Case 2197;253.33;340.00;103.33;1.53;66.67;110.00;109.99;39.13;49215423.38
Case 2198;253.33;340.00;103.33;1.53;66.67;116.67;111.55;31.31;51227799.01
Case 2199;253.33;340.00;103.33;1.53;66.67;123.33;111.74;24.53;52244444.72
Case 2200;253.33;340.00;103.33;1.53;66.67;130.00;111.79;17.85;51842945.04
Case 2201;253.33;340.00;103.33;1.53;73.33;110.00;110.02;39.02;50624308.41
Case 2202;253.33;340.00;103.33;1.53;73.33;116.67;112.96;29.91;52459952.96
Case 2203;253.33;340.00;103.33;1.53;73.33;123.33;113.23;23.06;53484302.01
Case 2204;253.33;340.00;103.33;1.53;73.33;130.00;113.28;16.37;53053353.99
Case 2205;253.33;340.00;103.33;1.53;80.00;110.00;110.03;39.02;52021544.33
Case 2206;253.33;340.00;103.33;1.53;80.00;116.67;114.35;28.54;53656241.61
Case 2207;253.33;340.00;103.33;1.53;80.00;123.33;114.68;21.61;54850424.13
Case 2208;253.33;340.00;103.33;1.53;80.00;130.00;114.76;14.89;54321289.84
Case 2209;253.33;340.00;103.33;1.77;60.00;110.00;109.82;39.53;48697247.49
Case 2210;253.33;340.00;103.33;1.77;60.00;116.67;110.34;32.50;50768525.64
Case 2211;253.33;340.00;103.33;1.77;60.00;123.33;110.52;25.75;52360590.73
Case 2212;253.33;340.00;103.33;1.77;60.00;130.00;110.59;19.08;53518480.99
Case 2213;253.33;340.00;103.33;1.77;66.67;110.00;110.01;39.19;50149210.24
Case 2214;253.33;340.00;103.33;1.77;66.67;116.67;111.82;31.05;52111475.45
Case 2215;253.33;340.00;103.33;1.77;66.67;123.33;112.04;24.26;53768426.53
Case 2216;253.33;340.00;103.33;1.77;66.67;130.00;112.12;17.55;54823612.96
Case 2217;253.33;340.00;103.33;1.77;73.33;110.00;110.01;39.16;51656459.43
Case 2218;253.33;340.00;103.33;1.77;73.33;116.67;113.25;29.67;53431622.04
Case 2219;253.33;340.00;103.33;1.77;73.33;123.33;113.55;22.77;55167942.26
Case 2220;253.33;340.00;103.33;1.77;73.33;130.00;113.63;16.04;56194983.40
Case 2221;253.33;340.00;103.33;1.77;80.00;110.00;110.04;39.15;53152035.05
Case 2222;253.33;340.00;103.33;1.77;80.00;116.67;114.64;28.32;54702903.26
Case 2223;253.33;340.00;103.33;1.77;80.00;123.33;115.01;21.29;56557857.23
Case 2224;253.33;340.00;103.33;1.77;80.00;130.00;115.12;14.54;57618264.72
Case 2225;253.33;340.00;103.33;2.00;60.00;110.00;109.96;39.46;49496338.57
Case 2226;253.33;340.00;103.33;2.00;60.00;116.67;110.54;32.35;51582430.63
Case 2227;253.33;340.00;103.33;2.00;60.00;123.33;110.74;25.58;53178008.90
Case 2228;253.33;340.00;103.33;2.00;60.00;130.00;110.82;18.89;54625502.37
Case 2229;253.33;340.00;103.33;2.00;66.67;110.00;110.02;39.27;51092703.49
Case 2230;253.33;340.00;103.33;2.00;66.67;116.67;112.02;30.87;53015956.13
Case 2231;253.33;340.00;103.33;2.00;66.67;123.33;112.26;24.06;54678503.04
Case 2232;253.33;340.00;103.33;2.00;66.67;130.00;112.36;17.33;56157030.69
Case 2233;253.33;340.00;103.33;2.00;73.33;110.00;110.02;39.26;52699291.67
Case 2234;253.33;340.00;103.33;2.00;73.33;116.67;113.48;29.49;54421291.62
Case 2235;253.33;340.00;103.33;2.00;73.33;123.33;113.78;22.55;56167525.41
Case 2236;253.33;340.00;103.33;2.00;73.33;130.00;113.89;15.80;57681186.37
Case 2237;253.33;340.00;103.33;2.00;80.00;110.00;110.03;39.27;54291069.18
Case 2238;253.33;340.00;103.33;2.00;80.00;116.67;114.87;28.06;55778371.10
Case 2239;253.33;340.00;103.33;2.00;80.00;123.33;115.26;21.06;57648225.38
Case 2240;253.33;340.00;103.33;2.00;80.00;130.00;115.39;14.28;59201322.94
Case 2241;253.33;340.00;110.00;1.30;60.00;110.00;109.17;39.90;46681528.92
Case 2242;253.33;340.00;110.00;1.30;60.00;116.67;109.63;33.02;48128639.29
Case 2243;253.33;340.00;110.00;1.30;60.00;123.33;109.79;26.34;47623639.47
Case 2244;253.33;340.00;110.00;1.30;60.00;130.00;109.82;19.78;46987443.29
Case 2245;253.33;340.00;110.00;1.30;66.67;110.00;110.05;38.94;47740080.69
Case 2246;253.33;340.00;110.00;1.30;66.67;116.67;111.08;31.67;49448823.26
Case 2247;253.33;340.00;110.00;1.30;66.67;123.33;111.27;24.94;48739916.01
Case 2248;253.33;340.00;110.00;1.30;66.67;130.00;111.30;18.31;47985436.32
Case 2249;253.33;340.00;110.00;1.30;73.33;110.00;110.00;38.88;49024848.37
Case 2250;253.33;340.00;110.00;1.30;73.33;116.67;112.46;30.30;50698492.54
Case 2251;253.33;340.00;110.00;1.30;73.33;123.33;112.71;23.52;49907493.64
Case 2252;253.33;340.00;110.00;1.30;73.33;130.00;112.76;16.86;49054521.28
Case 2253;253.33;340.00;110.00;1.30;80.00;110.00;110.02;38.85;50309115.44
Case 2254;253.33;340.00;110.00;1.30;80.00;116.67;113.82;28.90;52076901.54
Case 2255;253.33;340.00;110.00;1.30;80.00;123.33;114.11;22.15;50883818.47
Case 2256;253.33;340.00;110.00;1.30;80.00;130.00;114.21;15.41;50200584.59
Case 2257;253.33;340.00;110.00;1.53;60.00;110.00;109.50;39.72;47412701.53
Case 2258;253.33;340.00;110.00;1.53;60.00;116.67;110.01;32.75;49423167.61
Case 2259;253.33;340.00;110.00;1.53;60.00;123.33;110.20;26.03;50763512.17
Case 2260;253.33;340.00;110.00;1.53;60.00;130.00;110.25;19.38;50417649.13
Case 2261;253.33;340.00;110.00;1.53;66.67;110.00;109.99;39.12;48648100.24
Case 2262;253.33;340.00;110.00;1.53;66.67;116.67;111.48;31.37;50670347.81
Case 2263;253.33;340.00;110.00;1.53;66.67;123.33;111.69;24.57;52044338.89
Case 2264;253.33;340.00;110.00;1.53;66.67;130.00;111.76;17.88;51577463.56
Case 2265;253.33;340.00;110.00;1.53;73.33;110.00;110.03;39.00;50042904.85
Case 2266;253.33;340.00;110.00;1.53;73.33;116.67;112.86;29.97;51896248.74
Case 2267;253.33;340.00;110.00;1.53;73.33;123.33;113.15;23.11;53306547.92
Case 2268;253.33;340.00;110.00;1.53;73.33;130.00;113.25;16.40;52803297.58
Case 2269;253.33;340.00;110.00;1.53;80.00;110.00;110.00;39.08;51421063.16
Case 2270;253.33;340.00;110.00;1.53;80.00;116.67;114.23;28.49;53104791.99
Case 2271;253.33;340.00;110.00;1.53;80.00;123.33;114.59;21.73;54522299.39
Case 2272;253.33;340.00;110.00;1.53;80.00;130.00;114.72;14.92;54104513.06
Case 2273;253.33;340.00;110.00;1.77;60.00;110.00;109.70;39.61;48179941.50
Case 2274;253.33;340.00;110.00;1.77;60.00;116.67;110.27;32.55;50221362.85
Case 2275;253.33;340.00;110.00;1.77;60.00;123.33;110.48;25.79;51809542.03
Case 2276;253.33;340.00;110.00;1.77;60.00;130.00;110.56;19.10;53202205.51
Case 2277;253.33;340.00;110.00;1.77;66.67;110.00;109.99;39.24;49578668.57
Case 2278;253.33;340.00;110.00;1.77;66.67;116.67;111.75;31.11;51554926.23
Case 2279;253.33;340.00;110.00;1.77;66.67;123.33;111.99;24.30;53207391.98
Case 2280;253.33;340.00;110.00;1.77;66.67;130.00;112.09;17.58;54525896.83
Case 2281;253.33;340.00;110.00;1.77;73.33;110.00;110.02;39.14;51074598.02
Case 2282;253.33;340.00;110.00;1.77;73.33;116.67;113.16;29.74;52864601.43
Case 2283;253.33;340.00;110.00;1.77;73.33;123.33;113.50;22.81;54594935.46
Case 2284;253.33;340.00;110.00;1.77;73.33;130.00;113.59;16.08;55920149.34
Case 2285;253.33;340.00;110.00;1.77;80.00;110.00;110.04;39.15;52537224.71
Case 2286;253.33;340.00;110.00;1.77;80.00;116.67;114.54;28.40;54133977.29
Case 2287;253.33;340.00;110.00;1.77;80.00;123.33;114.92;21.43;55972256.51
Case 2288;253.33;340.00;110.00;1.77;80.00;130.00;115.08;14.57;57360211.94
Case 2289;253.33;340.00;110.00;2.00;60.00;110.00;109.86;39.51;48978060.45
Case 2290;253.33;340.00;110.00;2.00;60.00;116.67;110.47;32.41;51035347.34
Case 2291;253.33;340.00;110.00;2.00;60.00;123.33;110.69;25.61;52627478.14
Case 2292;253.33;340.00;110.00;2.00;60.00;130.00;110.79;18.91;54074102.32
Case 2293;253.33;340.00;110.00;2.00;66.67;110.00;110.00;39.29;50522324.52
Case 2294;253.33;340.00;110.00;2.00;66.67;116.67;111.95;30.95;52458703.57
Case 2295;253.33;340.00;110.00;2.00;66.67;123.33;112.22;24.10;54117117.71
Case 2296;253.33;340.00;110.00;2.00;66.67;130.00;112.33;17.36;55594312.77
Case 2297;253.33;340.00;110.00;2.00;73.33;110.00;110.01;39.28;52115055.13
Case 2298;253.33;340.00;110.00;2.00;73.33;116.67;113.39;29.57;53858527.27
Case 2299;253.33;340.00;110.00;2.00;73.33;123.33;113.70;22.65;55594020.29
Case 2300;253.33;340.00;110.00;2.00;73.33;130.00;113.85;15.84;57106759.94
Case 2301;253.33;340.00;110.00;2.00;80.00;110.00;110.04;39.25;53646933.72
Case 2302;253.33;340.00;110.00;2.00;80.00;116.67;114.75;28.24;55208712.18
Case 2303;253.33;340.00;110.00;2.00;80.00;123.33;115.17;21.20;57062542.09
Case 2304;253.33;340.00;110.00;2.00;80.00;130.00;115.35;14.32;58615839.91
Case 2305;253.33;346.67;90.00;1.30;60.00;110.00;110.02;37.69;47640048.72
Case 2306;253.33;346.67;90.00;1.30;60.00;116.67;114.80;27.78;48389031.92
Case 2307;253.33;346.67;90.00;1.30;60.00;123.33;115.01;21.09;47639620.33
Case 2308;253.33;346.67;90.00;1.30;60.00;130.00;115.01;14.52;46980144.72
Case 2309;253.33;346.67;90.00;1.30;66.67;110.00;109.96;38.01;48899065.23
Case 2310;253.33;346.67;90.00;1.30;66.67;116.67;116.30;26.30;49738371.50
Case 2311;253.33;346.67;90.00;1.30;66.67;123.33;116.59;19.55;48584012.59
Case 2312;253.33;346.67;90.00;1.30;66.67;130.00;116.63;12.90;47991864.81
Case 2313;253.33;346.67;90.00;1.30;73.33;110.00;109.96;38.20;50151059.59
Case 2314;253.33;346.67;90.00;1.30;73.33;116.67;116.62;25.85;51368584.82
Case 2315;253.33;346.67;90.00;1.30;73.33;123.33;118.18;17.95;49869686.35
Case 2316;253.33;346.67;90.00;1.30;73.33;130.00;118.24;11.37;49079273.10
Case 2317;253.33;346.67;90.00;1.30;80.00;110.00;109.94;38.45;51388063.70
Case 2318;253.33;346.67;90.00;1.30;80.00;116.67;116.59;25.80;52680670.18
Case 2319;253.33;346.67;90.00;1.30;80.00;123.33;119.72;16.43;51067323.74
Case 2320;253.33;346.67;90.00;1.30;80.00;130.00;119.84;9.78;50161035.89
Case 2321;253.33;346.67;90.00;1.53;60.00;110.00;110.03;38.06;48461910.17
Case 2322;253.33;346.67;90.00;1.53;60.00;116.67;115.18;27.47;49933211.85
Case 2323;253.33;346.67;90.00;1.53;60.00;123.33;115.46;20.70;50931180.04
Case 2324;253.33;346.67;90.00;1.53;60.00;130.00;115.50;14.06;50583562.24
Case 2325;253.33;346.67;90.00;1.53;66.67;110.00;110.00;38.30;49815321.47
Case 2326;253.33;346.67;90.00;1.53;66.67;116.67;116.64;26.07;50965437.28
Case 2327;253.33;346.67;90.00;1.53;66.67;123.33;117.08;19.15;52096019.16
Case 2328;253.33;346.67;90.00;1.53;66.67;130.00;117.15;12.48;51750319.91
Case 2329;253.33;346.67;90.00;1.53;73.33;110.00;109.97;38.54;51153646.55
Case 2330;253.33;346.67;90.00;1.53;73.33;116.67;116.63;25.92;52372180.03
Case 2331;253.33;346.67;90.00;1.53;73.33;123.33;118.67;17.47;53469195.69
Case 2332;253.33;346.67;90.00;1.53;73.33;130.00;118.78;10.85;52980987.88
Case 2333;253.33;346.67;90.00;1.53;80.00;110.00;109.97;38.72;52486060.10
Case 2334;253.33;346.67;90.00;1.53;80.00;116.67;116.59;25.97;53786745.82
Case 2335;253.33;346.67;90.00;1.53;80.00;123.33;120.22;15.91;54778371.28
Case 2336;253.33;346.67;90.00;1.53;80.00;130.00;120.41;9.22;54213773.31
Case 2337;253.33;346.67;90.00;1.77;60.00;110.00;110.00;38.44;49289784.49
Case 2338;253.33;346.67;90.00;1.77;60.00;116.67;115.45;27.27;50691453.54
Case 2339;253.33;346.67;90.00;1.77;60.00;123.33;115.77;20.43;52648336.00
Case 2340;253.33;346.67;90.00;1.77;60.00;130.00;115.84;13.75;53510825.53
Case 2341;253.33;346.67;90.00;1.77;66.67;110.00;110.00;38.61;50738209.80
Case 2342;253.33;346.67;90.00;1.77;66.67;116.67;116.65;26.09;51875065.41
Case 2343;253.33;346.67;90.00;1.77;66.67;123.33;117.40;18.80;53999375.33
Case 2344;253.33;346.67;90.00;1.77;66.67;130.00;117.52;12.07;54828913.58
Case 2345;253.33;346.67;90.00;1.77;73.33;110.00;109.98;38.81;52168608.45
Case 2346;253.33;346.67;90.00;1.77;73.33;116.67;116.64;25.99;53397992.58
Case 2347;253.33;346.67;90.00;1.77;73.33;123.33;119.03;17.20;55327388.19
Case 2348;253.33;346.67;90.00;1.77;73.33;130.00;119.17;10.48;56196163.65
Case 2349;253.33;346.67;90.00;1.77;80.00;110.00;109.98;38.94;53594868.55
Case 2350;253.33;346.67;90.00;1.77;80.00;116.67;116.59;26.08;54913729.58
Case 2351;253.33;346.67;90.00;1.77;80.00;123.33;120.59;15.55;56618087.31
Case 2352;253.33;346.67;90.00;1.77;80.00;130.00;120.81;8.84;57593485.67
Case 2353;253.33;346.67;90.00;2.00;60.00;110.00;110.00;38.68;50130798.18
Case 2354;253.33;346.67;90.00;2.00;60.00;116.67;115.67;27.12;51474277.03
Case 2355;253.33;346.67;90.00;2.00;60.00;123.33;116.01;20.24;53456145.38
Case 2356;253.33;346.67;90.00;2.00;60.00;130.00;116.10;13.52;55038208.10
Case 2357;253.33;346.67;90.00;2.00;66.67;110.00;110.00;38.83;51670634.15
Case 2358;253.33;346.67;90.00;2.00;66.67;116.67;116.65;26.13;52806264.24
Case 2359;253.33;346.67;90.00;2.00;66.67;123.33;117.65;18.58;54894081.17
Case 2360;253.33;346.67;90.00;2.00;66.67;130.00;117.79;11.83;56544529.35
Case 2361;253.33;346.67;90.00;2.00;73.33;110.00;109.97;39.04;53189116.49
Case 2362;253.33;346.67;90.00;2.00;73.33;116.67;116.63;26.11;54434374.15
Case 2363;253.33;346.67;90.00;2.00;73.33;123.33;119.30;16.96;56309068.53
Case 2364;253.33;346.67;90.00;2.00;73.33;130.00;119.45;10.22;58042165.19
Case 2365;253.33;346.67;90.00;2.00;80.00;110.00;109.99;39.11;54711291.85
Case 2366;253.33;346.67;90.00;2.00;80.00;116.67;116.60;26.16;56051470.38
Case 2367;253.33;346.67;90.00;2.00;80.00;123.33;120.85;15.28;57684263.63
Case 2368;253.33;346.67;90.00;2.00;80.00;130.00;121.11;8.56;59525420.77
Case 2369;253.33;346.67;96.67;1.30;60.00;110.00;109.97;37.80;47122385.28
Case 2370;253.33;346.67;96.67;1.30;60.00;116.67;114.73;27.81;48285467.72
Case 2371;253.33;346.67;96.67;1.30;60.00;123.33;114.98;21.11;47473895.01
Case 2372;253.33;346.67;96.67;1.30;60.00;130.00;114.98;14.54;46767926.15
Case 2373;253.33;346.67;96.67;1.30;66.67;110.00;109.96;38.00;48374994.26
Case 2374;253.33;346.67;96.67;1.30;66.67;116.67;116.22;26.33;49659416.48
Case 2375;253.33;346.67;96.67;1.30;66.67;123.33;116.55;19.59;48473673.81
Case 2376;253.33;346.67;96.67;1.30;66.67;130.00;116.60;12.98;47801864.56
Case 2377;253.33;346.67;96.67;1.30;73.33;110.00;109.96;38.19;49614241.66
Case 2378;253.33;346.67;96.67;1.30;73.33;116.67;116.62;25.85;50840784.58
Case 2379;253.33;346.67;96.67;1.30;73.33;123.33;118.13;17.99;49753268.77
Case 2380;253.33;346.67;96.67;1.30;73.33;130.00;118.21;11.40;48917034.78
Case 2381;253.33;346.67;96.67;1.30;80.00;110.00;109.95;38.44;50837720.14
Case 2382;253.33;346.67;96.67;1.30;80.00;116.67;116.60;25.81;52139509.67
Case 2383;253.33;346.67;96.67;1.30;80.00;123.33;119.66;16.47;50985707.70
Case 2384;253.33;346.67;96.67;1.30;80.00;130.00;119.78;9.82;50021022.66
Case 2385;253.33;346.67;96.67;1.53;60.00;110.00;110.01;38.11;47946802.95
Case 2386;253.33;346.67;96.67;1.53;60.00;116.67;115.11;27.51;49443840.77
Case 2387;253.33;346.67;96.67;1.53;60.00;123.33;115.42;20.73;50729932.20
Case 2388;253.33;346.67;96.67;1.53;60.00;130.00;115.47;14.08;50335951.61
Case 2389;253.33;346.67;96.67;1.53;66.67;110.00;110.00;38.29;49290514.05
Case 2390;253.33;346.67;96.67;1.53;66.67;116.67;116.60;26.08;50466574.09
Case 2391;253.33;346.67;96.67;1.53;66.67;123.33;117.03;19.19;51910024.97
Case 2392;253.33;346.67;96.67;1.53;66.67;130.00;117.12;12.50;51516873.79
Case 2393;253.33;346.67;96.67;1.53;73.33;110.00;109.95;38.59;50610675.94
Case 2394;253.33;346.67;96.67;1.53;73.33;116.67;116.63;25.93;51843136.71
Case 2395;253.33;346.67;96.67;1.53;73.33;123.33;118.62;17.51;53313510.94
Case 2396;253.33;346.67;96.67;1.53;73.33;130.00;118.75;10.88;52778910.15
Case 2397;253.33;346.67;96.67;1.53;80.00;110.00;109.97;38.73;51934680.72
Case 2398;253.33;346.67;96.67;1.53;80.00;116.67;116.58;25.97;53245327.74
Case 2399;253.33;346.67;96.67;1.53;80.00;123.33;120.16;15.97;54655903.53
Case 2400;253.33;346.67;96.67;1.53;80.00;130.00;120.37;9.27;54029793.34
Case 2401;253.33;346.67;96.67;1.77;60.00;110.00;109.97;38.48;48774672.46
Case 2402;253.33;346.67;96.67;1.77;60.00;116.67;115.38;27.32;50201885.50
Case 2403;253.33;346.67;96.67;1.77;60.00;123.33;115.73;20.46;52147701.51
Case 2404;253.33;346.67;96.67;1.77;60.00;130.00;115.82;13.77;53236494.11
Case 2405;253.33;346.67;96.67;1.77;66.67;110.00;110.01;38.59;50214157.64
Case 2406;253.33;346.67;96.67;1.77;66.67;116.67;116.65;26.10;51358863.42
Case 2407;253.33;346.67;96.67;1.77;66.67;123.33;117.35;18.84;53488460.85
Case 2408;253.33;346.67;96.67;1.77;66.67;130.00;117.49;12.16;54571132.44
Case 2409;253.33;346.67;96.67;1.77;73.33;110.00;109.99;38.79;51631862.16
Case 2410;253.33;346.67;96.67;1.77;73.33;116.67;116.64;26.00;52868442.64
Case 2411;253.33;346.67;96.67;1.77;73.33;123.33;118.98;17.25;54807906.74
Case 2412;253.33;346.67;96.67;1.77;73.33;130.00;119.13;10.52;55957337.74
Case 2413;253.33;346.67;96.67;1.77;80.00;110.00;109.98;38.94;53043302.27
Case 2414;253.33;346.67;96.67;1.77;80.00;116.67;116.59;26.09;54371012.55
Case 2415;253.33;346.67;96.67;1.77;80.00;123.33;120.54;15.61;56090276.26
Case 2416;253.33;346.67;96.67;1.77;80.00;130.00;120.77;8.88;57377810.53
Case 2417;253.33;346.67;96.67;2.00;60.00;110.00;110.00;38.69;49617015.29
Case 2418;253.33;346.67;96.67;2.00;60.00;116.67;115.59;27.18;50986419.33
Case 2419;253.33;346.67;96.67;2.00;60.00;123.33;115.97;20.27;52954866.91
Case 2420;253.33;346.67;96.67;2.00;60.00;130.00;116.07;13.55;54535777.49
Case 2421;253.33;346.67;96.67;2.00;66.67;110.00;110.00;38.83;51144662.09
Case 2422;253.33;346.67;96.67;2.00;66.67;116.67;116.63;26.16;52288279.28
Case 2423;253.33;346.67;96.67;2.00;66.67;123.33;117.60;18.62;54383745.11
Case 2424;253.33;346.67;96.67;2.00;66.67;130.00;117.76;11.86;56031814.18
Case 2425;253.33;346.67;96.67;2.00;73.33;110.00;109.99;38.97;52656624.36
Case 2426;253.33;346.67;96.67;2.00;73.33;116.67;116.64;26.08;53905412.18
Case 2427;253.33;346.67;96.67;2.00;73.33;123.33;119.24;17.02;55790218.65
Case 2428;253.33;346.67;96.67;2.00;73.33;130.00;119.41;10.26;57518061.08
Case 2429;253.33;346.67;96.67;2.00;80.00;110.00;109.99;39.11;54159666.39
Case 2430;253.33;346.67;96.67;2.00;80.00;116.67;116.60;26.18;55507695.46
Case 2431;253.33;346.67;96.67;2.00;80.00;123.33;120.79;15.34;57158820.02
Case 2432;253.33;346.67;96.67;2.00;80.00;130.00;121.07;8.60;58992316.01
Case 2433;253.33;346.67;103.33;1.30;60.00;110.00;110.00;37.74;46593515.42
Case 2434;253.33;346.67;103.33;1.30;60.00;116.67;114.64;27.88;48132269.61
Case 2435;253.33;346.67;103.33;1.30;60.00;123.33;114.93;21.13;47319450.05
Case 2436;253.33;346.67;103.33;1.30;60.00;130.00;114.95;14.55;46564484.48
Case 2437;253.33;346.67;103.33;1.30;66.67;110.00;109.98;37.95;47832286.88
Case 2438;253.33;346.67;103.33;1.30;66.67;116.67;116.13;26.41;49172176.00
Case 2439;253.33;346.67;103.33;1.30;66.67;123.33;116.50;19.62;48343613.65
Case 2440;253.33;346.67;103.33;1.30;66.67;130.00;116.57;13.01;47623872.23
Case 2441;253.33;346.67;103.33;1.30;73.33;110.00;109.97;38.19;49054780.49
Case 2442;253.33;346.67;103.33;1.30;73.33;116.67;116.61;25.86;50291570.43
Case 2443;253.33;346.67;103.33;1.30;73.33;123.33;118.07;18.03;49656532.34
Case 2444;253.33;346.67;103.33;1.30;73.33;130.00;118.17;11.43;48767403.64
Case 2445;253.33;346.67;103.33;1.30;80.00;110.00;109.95;38.45;50263771.60
Case 2446;253.33;346.67;103.33;1.30;80.00;116.67;116.59;25.80;51576985.18
Case 2447;253.33;346.67;103.33;1.30;80.00;123.33;119.59;16.53;50924005.70
Case 2448;253.33;346.67;103.33;1.30;80.00;130.00;119.75;9.85;49955784.01
Case 2449;253.33;346.67;103.33;1.53;60.00;110.00;110.04;38.05;47417817.41
Case 2450;253.33;346.67;103.33;1.53;60.00;116.67;115.04;27.58;48933723.33
Case 2451;253.33;346.67;103.33;1.53;60.00;123.33;115.38;20.76;50543066.25
Case 2452;253.33;346.67;103.33;1.53;60.00;130.00;115.44;14.10;50095346.22
Case 2453;253.33;346.67;103.33;1.53;66.67;110.00;110.00;38.29;48743899.09
Case 2454;253.33;346.67;103.33;1.53;66.67;116.67;116.52;26.11;49963228.63
Case 2455;253.33;346.67;103.33;1.53;66.67;123.33;116.97;19.22;51736843.82
Case 2456;253.33;346.67;103.33;1.53;66.67;130.00;117.09;12.53;51306181.72
Case 2457;253.33;346.67;103.33;1.53;73.33;110.00;109.98;38.52;50056656.43
Case 2458;253.33;346.67;103.33;1.53;73.33;116.67;116.63;25.93;51293487.40
Case 2459;253.33;346.67;103.33;1.53;73.33;123.33;118.56;17.56;53180597.94
Case 2460;253.33;346.67;103.33;1.53;73.33;130.00;118.71;10.92;52587478.38
Case 2461;253.33;346.67;103.33;1.53;80.00;110.00;109.97;38.72;51360441.53
Case 2462;253.33;346.67;103.33;1.53;80.00;116.67;116.58;25.98;52680431.93
Case 2463;253.33;346.67;103.33;1.53;80.00;123.33;120.09;16.04;54503490.56
Case 2464;253.33;346.67;103.33;1.53;80.00;130.00;120.33;9.31;53861133.66
Case 2465;253.33;346.67;103.33;1.77;60.00;110.00;110.03;38.38;48247323.44
Case 2466;253.33;346.67;103.33;1.77;60.00;116.67;115.31;27.38;49694573.22
Case 2467;253.33;346.67;103.33;1.77;60.00;123.33;115.69;20.49;51627043.36
Case 2468;253.33;346.67;103.33;1.77;60.00;130.00;115.78;13.79;52965460.87
Case 2469;253.33;346.67;103.33;1.77;66.67;110.00;110.01;38.58;49667103.61
Case 2470;253.33;346.67;103.33;1.77;66.67;116.67;116.66;26.07;50824537.01
Case 2471;253.33;346.67;103.33;1.77;66.67;123.33;117.29;18.89;52957752.87
Case 2472;253.33;346.67;103.33;1.77;66.67;130.00;117.45;12.20;54320142.15
Case 2473;253.33;346.67;103.33;1.77;73.33;110.00;109.98;38.80;51069235.96
Case 2474;253.33;346.67;103.33;1.77;73.33;116.67;116.64;26.02;52317167.95
