State;5 - Temperature;6 - Temperature;8 - Temperature;T-101 - Spec Value (Reflux Ratio);T-101 - Spec Value (Distillate Rate);T-100 - Spec Value (Distillate Rate);10 Out - Master Comp Molar Flow (diM-Ether);15 - Master Comp Molar Flow (Methanol);SPRDSHT-1 - A10: Q_sum
Case 2475;253.33;346.67;103.33;1.77;73.33;123.33;118.92;17.30;54268849.96
Case 2476;253.33;346.67;103.33;1.77;73.33;130.00;119.10;10.56;55755621.05
Case 2477;253.33;346.67;103.33;1.77;80.00;110.00;109.99;38.93;52468853.35
Case 2478;253.33;346.67;103.33;1.77;80.00;116.67;116.59;26.09;53806066.84
Case 2479;253.33;346.67;103.33;1.77;80.00;123.33;120.45;15.68;55544918.19
Case 2480;253.33;346.67;103.33;1.77;80.00;130.00;120.73;8.93;57167940.81
Case 2481;253.33;346.67;103.33;2.00;60.00;110.00;110.03;38.62;49087293.26
Case 2482;253.33;346.67;103.33;2.00;60.00;116.67;115.52;27.28;50479631.17
Case 2483;253.33;346.67;103.33;2.00;60.00;123.33;115.92;20.30;52434627.04
Case 2484;253.33;346.67;103.33;2.00;60.00;130.00;116.04;13.57;54011948.43
Case 2485;253.33;346.67;103.33;2.00;66.67;110.00;110.01;38.81;50598777.73
Case 2486;253.33;346.67;103.33;2.00;66.67;116.67;116.65;26.14;51751692.48
Case 2487;253.33;346.67;103.33;2.00;66.67;123.33;117.54;18.67;53854085.31
Case 2488;253.33;346.67;103.33;2.00;66.67;130.00;117.72;11.96;55496379.54
Case 2489;253.33;346.67;103.33;2.00;73.33;110.00;109.99;38.97;52095137.19
Case 2490;253.33;346.67;103.33;2.00;73.33;116.67;116.64;26.09;53353916.17
Case 2491;253.33;346.67;103.33;2.00;73.33;123.33;119.17;17.07;55251897.56
Case 2492;253.33;346.67;103.33;2.00;73.33;130.00;119.37;10.30;56974227.86
Case 2493;253.33;346.67;103.33;2.00;80.00;110.00;109.99;39.10;53585170.34
Case 2494;253.33;346.67;103.33;2.00;80.00;116.67;116.59;26.18;54942931.04
Case 2495;253.33;346.67;103.33;2.00;80.00;123.33;120.71;15.42;56612764.37
Case 2496;253.33;346.67;103.33;2.00;80.00;130.00;121.02;8.65;58437925.56
Case 2497;253.33;346.67;110.00;1.30;60.00;110.00;110.01;37.72;45688931.61
Case 2498;253.33;346.67;110.00;1.30;60.00;116.67;114.56;27.92;47666583.98
Case 2499;253.33;346.67;110.00;1.30;60.00;123.33;114.84;21.18;46976590.23
Case 2500;253.33;346.67;110.00;1.30;60.00;130.00;114.92;14.57;46371845.16
Case 2501;253.33;346.67;110.00;1.30;66.67;110.00;109.99;37.96;46753897.72
Case 2502;253.33;346.67;110.00;1.30;66.67;116.67;116.04;26.45;48637181.64
Case 2503;253.33;346.67;110.00;1.30;66.67;123.33;116.44;19.66;48224555.25
Case 2504;253.33;346.67;110.00;1.30;66.67;130.00;116.53;13.04;47458472.29
Case 2505;253.33;346.67;110.00;1.30;73.33;110.00;109.99;38.16;47816421.63
Case 2506;253.33;346.67;110.00;1.30;73.33;116.67;116.61;25.86;49713184.39
Case 2507;253.33;346.67;110.00;1.30;73.33;123.33;118.00;18.08;49578083.87
Case 2508;253.33;346.67;110.00;1.30;73.33;130.00;118.13;11.47;48634078.08
Case 2509;253.33;346.67;110.00;1.30;80.00;110.00;109.99;38.39;48866935.46
Case 2510;253.33;346.67;110.00;1.30;80.00;116.67;116.64;25.72;50906418.96
Case 2511;253.33;346.67;110.00;1.30;80.00;123.33;119.51;16.61;50884596.94
Case 2512;253.33;346.67;110.00;1.30;80.00;130.00;119.70;9.90;49849431.88
Case 2513;253.33;346.67;110.00;1.53;60.00;110.00;110.02;38.08;46456194.30
Case 2514;253.33;346.67;110.00;1.53;60.00;116.67;114.96;27.63;48399082.15
Case 2515;253.33;346.67;110.00;1.53;60.00;123.33;115.29;20.83;50196800.18
Case 2516;253.33;346.67;110.00;1.53;60.00;130.00;115.40;14.13;49854812.21
Case 2517;253.33;346.67;110.00;1.53;66.67;110.00;110.02;38.27;47623238.59
Case 2518;253.33;346.67;110.00;1.53;66.67;116.67;116.42;26.21;49416582.68
Case 2519;253.33;346.67;110.00;1.53;66.67;123.33;116.91;19.28;51525213.08
Case 2520;253.33;346.67;110.00;1.53;66.67;130.00;117.05;12.56;51099026.43
Case 2521;253.33;346.67;110.00;1.53;73.33;110.00;109.98;38.56;48763201.18
Case 2522;253.33;346.67;110.00;1.53;73.33;116.67;116.67;25.85;50712116.06
Case 2523;253.33;346.67;110.00;1.53;73.33;123.33;118.49;17.63;52739420.24
Case 2524;253.33;346.67;110.00;1.53;73.33;130.00;118.67;10.96;52407685.47
Case 2525;253.33;346.67;110.00;1.53;80.00;110.00;109.99;38.70;49916660.89
Case 2526;253.33;346.67;110.00;1.53;80.00;116.67;116.59;25.97;51925644.03
Case 2527;253.33;346.67;110.00;1.53;80.00;123.33;120.02;16.12;53924054.71
Case 2528;253.33;346.67;110.00;1.53;80.00;130.00;120.25;9.37;53708400.21
Case 2529;253.33;346.67;110.00;1.77;60.00;110.00;110.04;38.35;47254913.56
Case 2530;253.33;346.67;110.00;1.77;60.00;116.67;115.21;27.45;49162462.56
Case 2531;253.33;346.67;110.00;1.77;60.00;123.33;115.64;20.54;51078492.09
Case 2532;253.33;346.67;110.00;1.77;60.00;130.00;115.75;13.82;52650832.20
Case 2533;253.33;346.67;110.00;1.77;66.67;110.00;109.99;38.63;48500530.92
Case 2534;253.33;346.67;110.00;1.77;66.67;116.67;116.65;26.08;50265677.73
Case 2535;253.33;346.67;110.00;1.77;66.67;123.33;117.23;18.95;52398789.09
Case 2536;253.33;346.67;110.00;1.77;66.67;130.00;117.41;12.23;54033026.83
Case 2537;253.33;346.67;110.00;1.77;73.33;110.00;110.00;38.77;49755001.52
Case 2538;253.33;346.67;110.00;1.77;73.33;116.67;116.64;26.00;51675529.54
Case 2539;253.33;346.67;110.00;1.77;73.33;123.33;118.83;17.30;53699510.86
Case 2540;253.33;346.67;110.00;1.77;73.33;130.00;119.05;10.60;55409421.81
Case 2541;253.33;346.67;110.00;1.77;80.00;110.00;110.00;38.93;50997140.35
Case 2542;253.33;346.67;110.00;1.77;80.00;116.67;116.60;26.08;53002656.13
Case 2543;253.33;346.67;110.00;1.77;80.00;123.33;120.37;15.77;54969424.76
Case 2544;253.33;346.67;110.00;1.77;80.00;130.00;120.68;8.98;56772758.41
Case 2545;253.33;346.67;110.00;2.00;60.00;110.00;110.05;38.59;48068108.75
Case 2546;253.33;346.67;110.00;2.00;60.00;116.67;115.41;27.32;49947803.70
Case 2547;253.33;346.67;110.00;2.00;60.00;123.33;115.87;20.35;51885818.13
Case 2548;253.33;346.67;110.00;2.00;60.00;130.00;116.00;13.60;53460883.86
Case 2549;253.33;346.67;110.00;2.00;66.67;110.00;110.03;38.76;49422655.72
Case 2550;253.33;346.67;110.00;2.00;66.67;116.67;116.64;26.15;51185122.59
Case 2551;253.33;346.67;110.00;2.00;66.67;123.33;117.48;18.73;53295800.50
Case 2552;253.33;346.67;110.00;2.00;66.67;130.00;117.68;12.00;54934099.90
Case 2553;253.33;346.67;110.00;2.00;73.33;110.00;109.98;39.03;50745820.70
Case 2554;253.33;346.67;110.00;2.00;73.33;116.67;116.68;26.02;52679880.90
Case 2555;253.33;346.67;110.00;2.00;73.33;123.33;119.10;17.14;54684320.00
Case 2556;253.33;346.67;110.00;2.00;73.33;130.00;119.33;10.35;56399916.05
Case 2557;253.33;346.67;110.00;2.00;80.00;110.00;110.00;39.09;52094096.22
Case 2558;253.33;346.67;110.00;2.00;80.00;116.67;116.60;26.17;54104903.75
Case 2559;253.33;346.67;110.00;2.00;80.00;123.33;120.62;15.50;56038490.44
Case 2560;253.33;346.67;110.00;2.00;80.00;130.00;120.97;8.71;57853987.39
Case 2561;253.33;353.33;90.00;1.30;60.00;110.00;110.01;36.70;47072311.25
Case 2562;253.33;353.33;90.00;1.30;60.00;116.67;116.66;24.90;48390140.76
Case 2563;253.33;353.33;90.00;1.30;60.00;123.33;119.56;16.43;47027064.24
Case 2564;253.33;353.33;90.00;1.30;60.00;130.00;119.62;9.87;46277509.50
Case 2565;253.33;353.33;90.00;1.30;66.67;110.00;109.96;37.28;48231293.78
Case 2566;253.33;353.33;90.00;1.30;66.67;116.67;116.62;24.96;49671876.23
Case 2567;253.33;353.33;90.00;1.30;66.67;123.33;121.25;14.73;48317662.92
Case 2568;253.33;353.33;90.00;1.30;66.67;130.00;121.37;8.14;47277570.46
Case 2569;253.33;353.33;90.00;1.30;73.33;110.00;109.96;37.63;49410714.73
Case 2570;253.33;353.33;90.00;1.30;73.33;116.67;116.61;25.07;50933139.58
Case 2571;253.33;353.33;90.00;1.30;73.33;123.33;122.89;13.09;49689149.22
Case 2572;253.33;353.33;90.00;1.30;73.33;130.00;123.11;6.50;48472125.98
Case 2573;253.33;353.33;90.00;1.30;80.00;110.00;109.99;37.89;50592879.12
Case 2574;253.33;353.33;90.00;1.30;80.00;116.67;116.67;25.07;52188248.20
Case 2575;253.33;353.33;90.00;1.30;80.00;123.33;123.27;12.63;53421998.68
Case 2576;253.33;353.33;90.00;1.30;80.00;130.00;124.77;4.75;49558442.08
Case 2577;253.33;353.33;90.00;1.53;60.00;110.00;110.00;37.30;47846259.16
Case 2578;253.33;353.33;90.00;1.53;60.00;116.67;116.66;25.15;49208068.36
Case 2579;253.33;353.33;90.00;1.53;60.00;123.33;120.04;15.97;50393354.59
Case 2580;253.33;353.33;90.00;1.53;60.00;130.00;120.16;9.35;49908640.01
Case 2581;253.33;353.33;90.00;1.53;66.67;110.00;109.95;37.74;49100082.48
Case 2582;253.33;353.33;90.00;1.53;66.67;116.67;116.63;25.23;50584895.72
Case 2583;253.33;353.33;90.00;1.53;66.67;123.33;121.76;14.35;51746642.44
Case 2584;253.33;353.33;90.00;1.53;66.67;130.00;121.95;7.58;51105719.93
Case 2585;253.33;353.33;90.00;1.53;73.33;110.00;109.97;38.09;50366207.37
Case 2586;253.33;353.33;90.00;1.53;73.33;116.67;116.67;25.24;51946517.03
Case 2587;253.33;353.33;90.00;1.53;73.33;123.33;123.30;12.80;53112278.17
Case 2588;253.33;353.33;90.00;1.53;73.33;130.00;123.74;5.95;52521563.26
Case 2589;253.33;353.33;90.00;1.53;80.00;110.00;109.95;38.30;51635877.15
Case 2590;253.33;353.33;90.00;1.53;80.00;116.67;116.62;25.46;53278660.40
Case 2591;253.33;353.33;90.00;1.53;80.00;123.33;123.30;12.64;54506218.88
Case 2592;253.33;353.33;90.00;1.53;80.00;130.00;125.42;4.16;53645915.94
Case 2593;253.33;353.33;90.00;1.77;60.00;110.00;110.03;37.72;48636773.22
Case 2594;253.33;353.33;90.00;1.77;60.00;116.67;116.66;25.38;50042367.63
Case 2595;253.33;353.33;90.00;1.77;60.00;123.33;120.38;15.67;51775342.32
Case 2596;253.33;353.33;90.00;1.77;60.00;130.00;120.54;9.00;52909465.08
Case 2597;253.33;353.33;90.00;1.77;66.67;110.00;109.97;38.14;49979725.46
Case 2598;253.33;353.33;90.00;1.77;66.67;116.67;116.63;25.47;51512330.61
Case 2599;253.33;353.33;90.00;1.77;66.67;123.33;122.12;14.08;52944065.67
Case 2600;253.33;353.33;90.00;1.77;66.67;130.00;122.37;7.25;54249179.83
Case 2601;253.33;353.33;90.00;1.77;73.33;110.00;109.97;38.47;51329775.00
Case 2602;253.33;353.33;90.00;1.77;73.33;116.67;116.67;25.48;52965930.14
Case 2603;253.33;353.33;90.00;1.77;73.33;123.33;123.29;12.81;54106932.66
Case 2604;253.33;353.33;90.00;1.77;73.33;130.00;124.12;5.43;55572510.14
Case 2605;253.33;353.33;90.00;1.77;80.00;110.00;109.97;38.58;52697811.91
Case 2606;253.33;353.33;90.00;1.77;80.00;116.67;116.63;25.68;54391210.45
Case 2607;253.33;353.33;90.00;1.77;80.00;123.33;123.29;12.74;55618121.94
Case 2608;253.33;353.33;90.00;1.77;80.00;130.00;125.87;3.74;57082438.68
Case 2609;253.33;353.33;90.00;2.00;60.00;110.00;110.02;38.10;49433607.64
Case 2610;253.33;353.33;90.00;2.00;60.00;116.67;116.60;25.66;50882051.87
Case 2611;253.33;353.33;90.00;2.00;60.00;123.33;120.63;15.45;52561164.38
Case 2612;253.33;353.33;90.00;2.00;60.00;130.00;120.82;8.76;54391990.67
Case 2613;253.33;353.33;90.00;2.00;66.67;110.00;109.95;38.51;50859426.47
Case 2614;253.33;353.33;90.00;2.00;66.67;116.67;116.63;25.68;52450640.43
Case 2615;253.33;353.33;90.00;2.00;66.67;123.33;122.38;13.87;53802181.50
Case 2616;253.33;353.33;90.00;2.00;66.67;130.00;122.68;6.99;55836411.75
Case 2617;253.33;353.33;90.00;2.00;73.33;110.00;109.99;38.61;52319957.12
Case 2618;253.33;353.33;90.00;2.00;73.33;116.67;116.66;25.70;53994747.40
Case 2619;253.33;353.33;90.00;2.00;73.33;123.33;123.31;12.84;55125361.34
Case 2620;253.33;353.33;90.00;2.00;73.33;130.00;124.42;5.13;57250634.44
Case 2621;253.33;353.33;90.00;2.00;80.00;110.00;109.98;38.80;53766637.21
Case 2622;253.33;353.33;90.00;2.00;80.00;116.67;116.62;25.87;55509326.65
Case 2623;253.33;353.33;90.00;2.00;80.00;123.33;123.32;12.75;56748994.75
Case 2624;253.33;353.33;90.00;2.00;80.00;130.00;126.20;3.48;58633080.26
Case 2625;253.33;353.33;96.67;1.30;60.00;110.00;110.00;36.71;46554198.97
Case 2626;253.33;353.33;96.67;1.30;60.00;116.67;116.66;24.90;47883361.54
Case 2627;253.33;353.33;96.67;1.30;60.00;123.33;119.51;16.45;46915701.81
Case 2628;253.33;353.33;96.67;1.30;60.00;130.00;119.54;9.87;45882645.92
Case 2629;253.33;353.33;96.67;1.30;66.67;110.00;109.99;37.21;47707225.40
Case 2630;253.33;353.33;96.67;1.30;66.67;116.67;116.62;24.97;49150509.18
Case 2631;253.33;353.33;96.67;1.30;66.67;123.33;121.20;14.78;48218542.82
Case 2632;253.33;353.33;96.67;1.30;66.67;130.00;121.32;8.18;47171561.72
Case 2633;253.33;353.33;96.67;1.30;73.33;110.00;109.97;37.62;48868870.04
Case 2634;253.33;353.33;96.67;1.30;73.33;116.67;116.61;25.09;50398285.94
Case 2635;253.33;353.33;96.67;1.30;73.33;123.33;122.83;13.19;49651067.66
Case 2636;253.33;353.33;96.67;1.30;73.33;130.00;123.03;6.48;48150867.02
Case 2637;253.33;353.33;96.67;1.30;80.00;110.00;109.99;37.88;50038189.25
Case 2638;253.33;353.33;96.67;1.30;80.00;116.67;116.67;25.07;51641426.07
Case 2639;253.33;353.33;96.67;1.30;80.00;123.33;123.32;12.54;52890276.59
Case 2640;253.33;353.33;96.67;1.30;80.00;130.00;124.73;4.78;49447902.08
Case 2641;253.33;353.33;96.67;1.53;60.00;110.00;110.01;37.30;47327008.38
Case 2642;253.33;353.33;96.67;1.53;60.00;116.67;116.66;25.14;48700209.41
Case 2643;253.33;353.33;96.67;1.53;60.00;123.33;119.99;16.01;50234035.64
Case 2644;253.33;353.33;96.67;1.53;60.00;130.00;120.13;9.38;49740721.00
Case 2645;253.33;353.33;96.67;1.53;66.67;110.00;109.97;37.70;48574329.39
Case 2646;253.33;353.33;96.67;1.53;66.67;116.67;116.62;25.25;50061637.94
Case 2647;253.33;353.33;96.67;1.53;66.67;123.33;121.70;14.40;51616935.72
Case 2648;253.33;353.33;96.67;1.53;66.67;130.00;121.91;7.61;50920423.03
Case 2649;253.33;353.33;96.67;1.53;73.33;110.00;109.99;38.05;49825924.03
Case 2650;253.33;353.33;96.67;1.53;73.33;116.67;116.62;25.35;51404609.37
Case 2651;253.33;353.33;96.67;1.53;73.33;123.33;123.29;12.79;52596665.77
Case 2652;253.33;353.33;96.67;1.53;73.33;130.00;123.64;5.90;52110028.73
Case 2653;253.33;353.33;96.67;1.53;80.00;110.00;109.94;38.33;51075632.71
Case 2654;253.33;353.33;96.67;1.53;80.00;116.67;116.63;25.46;52730757.23
Case 2655;253.33;353.33;96.67;1.53;80.00;123.33;123.29;12.66;53967437.26
Case 2656;253.33;353.33;96.67;1.53;80.00;130.00;125.37;4.20;53512018.11
Case 2657;253.33;353.33;96.67;1.77;60.00;110.00;110.03;37.72;48120863.31
Case 2658;253.33;353.33;96.67;1.77;60.00;116.67;116.59;25.49;49528172.81
Case 2659;253.33;353.33;96.67;1.77;60.00;123.33;120.33;15.71;51280025.34
Case 2660;253.33;353.33;96.67;1.77;60.00;130.00;120.51;9.03;52671126.28
Case 2661;253.33;353.33;96.67;1.77;66.67;110.00;109.97;38.13;49449546.46
Case 2662;253.33;353.33;96.67;1.77;66.67;116.67;116.63;25.47;50990970.34
Case 2663;253.33;353.33;96.67;1.77;66.67;123.33;122.05;14.14;52444449.15
Case 2664;253.33;353.33;96.67;1.77;66.67;130.00;122.33;7.28;54031662.83
Case 2665;253.33;353.33;96.67;1.77;73.33;110.00;109.93;38.49;50779194.35
Case 2666;253.33;353.33;96.67;1.77;73.33;116.67;116.66;25.51;52429562.61
Case 2667;253.33;353.33;96.67;1.77;73.33;123.33;123.29;12.82;53581153.31
Case 2668;253.33;353.33;96.67;1.77;73.33;130.00;124.07;5.47;55366220.87
Case 2669;253.33;353.33;96.67;1.77;80.00;110.00;109.97;38.59;52140594.24
Case 2670;253.33;353.33;96.67;1.77;80.00;116.67;116.63;25.68;53842213.30
Case 2671;253.33;353.33;96.67;1.77;80.00;123.33;123.27;12.77;55077998.49
Case 2672;253.33;353.33;96.67;1.77;80.00;130.00;125.82;3.78;56879772.28
Case 2673;253.33;353.33;96.67;2.00;60.00;110.00;110.02;38.10;48916203.09
Case 2674;253.33;353.33;96.67;2.00;60.00;116.67;116.60;25.68;50372585.91
Case 2675;253.33;353.33;96.67;2.00;60.00;123.33;120.58;15.50;52066379.67
Case 2676;253.33;353.33;96.67;2.00;60.00;130.00;120.79;8.79;53891059.09
Case 2677;253.33;353.33;96.67;2.00;66.67;110.00;109.98;38.44;50337938.13
Case 2678;253.33;353.33;96.67;2.00;66.67;116.67;116.61;25.71;51926161.50
Case 2679;253.33;353.33;96.67;2.00;66.67;123.33;122.32;13.89;53312215.35
Case 2680;253.33;353.33;96.67;2.00;66.67;130.00;122.63;7.03;55327393.44
Case 2681;253.33;353.33;96.67;2.00;73.33;110.00;109.95;38.74;51758062.19
Case 2682;253.33;353.33;96.67;2.00;73.33;116.67;116.66;25.69;53459406.61
Case 2683;253.33;353.33;96.67;2.00;73.33;123.33;123.31;12.80;54601054.16
Case 2684;253.33;353.33;96.67;2.00;73.33;130.00;124.37;5.17;56729635.56
Case 2685;253.33;353.33;96.67;2.00;80.00;110.00;109.98;38.80;53210110.39
Case 2686;253.33;353.33;96.67;2.00;80.00;116.67;116.62;25.87;54960649.12
Case 2687;253.33;353.33;96.67;2.00;80.00;123.33;123.29;12.80;56207440.95
Case 2688;253.33;353.33;96.67;2.00;80.00;130.00;126.15;3.48;58115176.81
Case 2689;253.33;353.33;103.33;1.30;60.00;110.00;110.01;36.70;45994196.39
Case 2690;253.33;353.33;103.33;1.30;60.00;116.67;116.60;24.99;47350637.12
Case 2691;253.33;353.33;103.33;1.30;60.00;123.33;119.45;16.49;46797518.61
Case 2692;253.33;353.33;103.33;1.30;60.00;130.00;119.50;9.89;45709472.00
Case 2693;253.33;353.33;103.33;1.30;66.67;110.00;110.00;37.18;46985775.43
Case 2694;253.33;353.33;103.33;1.30;66.67;116.67;116.61;24.98;48607439.09
Case 2695;253.33;353.33;103.33;1.30;66.67;123.33;121.10;14.84;48035328.06
Case 2696;253.33;353.33;103.33;1.30;66.67;130.00;121.28;8.21;47031515.15
Case 2697;253.33;353.33;103.33;1.30;73.33;110.00;109.99;37.60;47982637.87
Case 2698;253.33;353.33;103.33;1.30;73.33;116.67;116.62;25.04;49846221.47
Case 2699;253.33;353.33;103.33;1.30;73.33;123.33;122.75;13.24;49604131.71
Case 2700;253.33;353.33;103.33;1.30;73.33;130.00;122.98;6.51;48034842.99
Case 2701;253.33;353.33;103.33;1.30;80.00;110.00;110.01;37.82;49013209.90
Case 2702;253.33;353.33;103.33;1.30;80.00;116.67;116.62;25.19;51062919.51
Case 2703;253.33;353.33;103.33;1.30;80.00;123.33;123.26;12.63;52327309.10
Case 2704;253.33;353.33;103.33;1.30;80.00;130.00;124.68;4.83;49395300.67
Case 2705;253.33;353.33;103.33;1.53;60.00;110.00;110.01;37.29;46724975.24
Case 2706;253.33;353.33;103.33;1.53;60.00;116.67;116.66;25.14;48170103.38
Case 2707;253.33;353.33;103.33;1.53;60.00;123.33;119.93;16.05;50002538.37
Case 2708;253.33;353.33;103.33;1.53;60.00;130.00;120.10;9.41;49551542.49
Case 2709;253.33;353.33;103.33;1.53;66.67;110.00;109.98;37.72;47802600.78
Case 2710;253.33;353.33;103.33;1.53;66.67;116.67;116.62;25.25;49518266.95
Case 2711;253.33;353.33;103.33;1.53;66.67;123.33;121.62;14.44;51098090.38
Case 2712;253.33;353.33;103.33;1.53;66.67;130.00;121.87;7.65;50742737.06
Case 2713;253.33;353.33;103.33;1.53;73.33;110.00;109.99;38.05;48905890.65
Case 2714;253.33;353.33;103.33;1.53;73.33;116.67;116.61;25.37;50845921.03
Case 2715;253.33;353.33;103.33;1.53;73.33;123.33;123.22;12.82;52076797.67
Case 2716;253.33;353.33;103.33;1.53;73.33;130.00;123.58;5.93;51933112.04
Case 2717;253.33;353.33;103.33;1.53;80.00;110.00;110.01;38.25;50023141.45
Case 2718;253.33;353.33;103.33;1.53;80.00;116.67;116.63;25.44;52160523.08
Case 2719;253.33;353.33;103.33;1.53;80.00;123.33;123.29;12.65;53408034.12
Case 2720;253.33;353.33;103.33;1.53;80.00;130.00;125.31;4.25;53382484.40
Case 2721;253.33;353.33;103.33;1.77;60.00;110.00;110.01;37.75;47481517.80
Case 2722;253.33;353.33;103.33;1.77;60.00;116.67;116.66;25.38;49003248.87
Case 2723;253.33;353.33;103.33;1.77;60.00;123.33;120.27;15.76;50764742.45
Case 2724;253.33;353.33;103.33;1.77;60.00;130.00;120.47;9.06;52427571.23
Case 2725;253.33;353.33;103.33;1.77;66.67;110.00;109.99;38.10;48658463.70
Case 2726;253.33;353.33;103.33;1.77;66.67;116.67;116.67;25.40;50450548.26
Case 2727;253.33;353.33;103.33;1.77;66.67;123.33;121.97;14.19;51925219.62
Case 2728;253.33;353.33;103.33;1.77;66.67;130.00;122.29;7.32;53820114.39
Case 2729;253.33;353.33;103.33;1.77;73.33;110.00;109.99;38.43;49842046.44
Case 2730;253.33;353.33;103.33;1.77;73.33;116.67;116.63;25.56;51868517.69
Case 2731;253.33;353.33;103.33;1.77;73.33;123.33;123.31;12.78;53035895.33
Case 2732;253.33;353.33;103.33;1.77;73.33;130.00;124.02;5.52;55169734.56
Case 2733;253.33;353.33;103.33;1.77;80.00;110.00;109.99;38.57;51052154.08
Case 2734;253.33;353.33;103.33;1.77;80.00;116.67;116.63;25.68;53269008.98
Case 2735;253.33;353.33;103.33;1.77;80.00;123.33;123.31;12.70;54519538.71
Case 2736;253.33;353.33;103.33;1.77;80.00;130.00;125.76;3.83;56507313.02
Case 2737;253.33;353.33;103.33;2.00;60.00;110.00;110.02;38.10;48256243.87
Case 2738;253.33;353.33;103.33;2.00;60.00;116.67;116.60;25.68;49841291.18
Case 2739;253.33;353.33;103.33;2.00;60.00;123.33;120.51;15.55;51552665.18
Case 2740;253.33;353.33;103.33;2.00;60.00;130.00;120.75;8.82;53370050.70
Case 2741;253.33;353.33;103.33;2.00;66.67;110.00;110.00;38.42;49524995.25
Case 2742;253.33;353.33;103.33;2.00;66.67;116.67;116.62;25.68;51383272.04
Case 2743;253.33;353.33;103.33;2.00;66.67;123.33;122.23;14.00;52785899.56
Case 2744;253.33;353.33;103.33;2.00;66.67;130.00;122.59;7.06;54796148.79
Case 2745;253.33;353.33;103.33;2.00;73.33;110.00;110.00;38.69;50802333.07
Case 2746;253.33;353.33;103.33;2.00;73.33;116.67;116.67;25.68;52901702.25
Case 2747;253.33;353.33;103.33;2.00;73.33;123.33;123.29;12.84;54051722.52
Case 2748;253.33;353.33;103.33;2.00;73.33;130.00;124.32;5.23;56190648.29
Case 2749;253.33;353.33;103.33;2.00;80.00;110.00;109.99;38.82;52097171.68
Case 2750;253.33;353.33;103.33;2.00;80.00;116.67;116.63;25.85;54389792.43
Case 2751;253.33;353.33;103.33;2.00;80.00;123.33;123.29;12.81;55645837.06
Case 2752;253.33;353.33;103.33;2.00;80.00;130.00;126.09;3.54;57565466.12
Case 2753;253.33;353.33;110.00;1.30;60.00;110.00;110.02;36.69;44448212.31
Case 2754;253.33;353.33;110.00;1.30;60.00;116.67;116.61;24.97;46414654.35
Case 2755;253.33;353.33;110.00;1.30;60.00;123.33;119.36;16.53;46643949.20
Case 2756;253.33;353.33;110.00;1.30;60.00;130.00;119.46;9.92;45548447.63
Case 2757;253.33;353.33;110.00;1.30;66.67;110.00;110.01;37.17;45401497.30
Case 2758;253.33;353.33;110.00;1.30;66.67;116.67;116.65;24.89;47495893.45
Case 2759;253.33;353.33;110.00;1.30;66.67;123.33;121.03;14.89;48046334.42
Case 2760;253.33;353.33;110.00;1.30;66.67;130.00;121.20;8.23;46730636.74
Case 2761;253.33;353.33;110.00;1.30;73.33;110.00;110.00;37.58;46362712.01
Case 2762;253.33;353.33;110.00;1.30;73.33;116.67;116.61;25.09;48537395.98
Case 2763;253.33;353.33;110.00;1.30;73.33;123.33;122.65;13.31;49560368.28
Case 2764;253.33;353.33;110.00;1.30;73.33;130.00;122.93;6.56;47924919.28
Case 2765;253.33;353.33;110.00;1.30;80.00;110.00;110.01;37.81;47356578.76
Case 2766;253.33;353.33;110.00;1.30;80.00;116.67;116.63;25.17;49586351.57
Case 2767;253.33;353.33;110.00;1.30;80.00;123.33;123.26;12.64;51593537.40
Case 2768;253.33;353.33;110.00;1.30;80.00;130.00;124.62;4.88;49336880.92
Case 2769;253.33;353.33;110.00;1.53;60.00;110.00;110.01;37.28;45177191.32
Case 2770;253.33;353.33;110.00;1.53;60.00;116.67;116.65;25.16;47167986.10
Case 2771;253.33;353.33;110.00;1.53;60.00;123.33;119.84;16.11;49354798.95
Case 2772;253.33;353.33;110.00;1.53;60.00;130.00;120.04;9.45;49307953.19
Case 2773;253.33;353.33;110.00;1.53;66.67;110.00;110.00;37.73;46220463.52
